timestamp,uid,name,temperatureWater,openClosed
2026-08-31 06:14:24,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-08-31 06:14:24,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-08-31 06:14:24,flb6940,Flussbad Unterer Letten,23,geschlossen
2026-08-31 06:14:24,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-08-31 06:14:24,flb6941,Frauenbad Stadthausquai,24,geschlossen
2026-08-31 06:14:24,fb006,Freibad Allenmoos,24,geschlossen
2026-08-31 06:14:24,fb008,Freibad Auhof,25,geschlossen
2026-08-31 06:14:24,fb016,Freibad Dolder,22,offen
2026-08-31 06:14:24,fb012,Freibad Heuried,26,geschlossen
2026-08-31 06:14:24,fb002,Freibad Letzigraben,26,geschlossen
2026-08-31 06:14:24,fb013,Freibad Seebach,24,geschlossen
2026-08-31 06:14:24,fb018,Freibad Zwischen den Hölzern,23,geschlossen
2026-08-31 06:14:24,flb6942,Männerbad Schanzengraben,23,offen
2026-08-31 06:14:24,seb6943,Seebad Enge,24,offen
2026-08-31 06:14:24,seb6945,Seebad Utoquai,23,geschlossen
2026-08-31 06:14:24,seb6946,Strandbad Mythenquai,25,geschlossen
2026-08-31 06:14:24,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-08-31 06:14:24,seb6948,Strandbad Wollishofen,25,geschlossen
2026-08-31 06:15:10,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-08-31 06:15:10,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-08-31 06:15:10,flb6940,Flussbad Unterer Letten,23,geschlossen
2026-08-31 06:15:10,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-08-31 06:15:10,flb6941,Frauenbad Stadthausquai,24,geschlossen
2026-08-31 06:15:10,fb006,Freibad Allenmoos,24,geschlossen
2026-08-31 06:15:10,fb008,Freibad Auhof,25,geschlossen
2026-08-31 06:15:10,fb016,Freibad Dolder,22,offen
2026-08-31 06:15:10,fb012,Freibad Heuried,26,geschlossen
2026-08-31 06:15:10,fb002,Freibad Letzigraben,26,geschlossen
2026-08-31 06:15:10,fb013,Freibad Seebach,24,geschlossen
2026-08-31 06:15:10,fb018,Freibad Zwischen den Hölzern,23,geschlossen
2026-08-31 06:15:10,flb6942,Männerbad Schanzengraben,23,offen
2026-08-31 06:15:10,seb6943,Seebad Enge,24,offen
2026-08-31 06:15:10,seb6945,Seebad Utoquai,23,geschlossen
2026-08-31 06:15:10,seb6946,Strandbad Mythenquai,25,geschlossen
2026-08-31 06:15:10,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-08-31 06:15:10,seb6948,Strandbad Wollishofen,25,geschlossen
2026-08-31 06:29:32,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-08-31 06:29:32,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-08-31 06:29:32,flb6940,Flussbad Unterer Letten,23,geschlossen
2026-08-31 06:29:32,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-08-31 06:29:32,flb6941,Frauenbad Stadthausquai,24,geschlossen
2026-08-31 06:29:32,fb006,Freibad Allenmoos,24,geschlossen
2026-08-31 06:29:32,fb008,Freibad Auhof,25,geschlossen
2026-08-31 06:29:32,fb016,Freibad Dolder,22,offen
2026-08-31 06:29:32,fb012,Freibad Heuried,26,geschlossen
2026-08-31 06:29:32,fb002,Freibad Letzigraben,26,geschlossen
2026-08-31 06:29:32,fb013,Freibad Seebach,24,geschlossen
2026-08-31 06:29:32,fb018,Freibad Zwischen den Hölzern,23,geschlossen
2026-08-31 06:29:32,flb6942,Männerbad Schanzengraben,23,offen
2026-08-31 06:29:32,seb6943,Seebad Enge,24,offen
2026-08-31 06:29:32,seb6945,Seebad Utoquai,23,geschlossen
2026-08-31 06:29:32,seb6946,Strandbad Mythenquai,25,geschlossen
2026-08-31 06:29:32,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-08-31 06:29:32,seb6948,Strandbad Wollishofen,25,geschlossen
2026-08-31 06:30:08,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-08-31 06:30:08,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-08-31 06:30:08,flb6940,Flussbad Unterer Letten,23,geschlossen
2026-08-31 06:30:08,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-08-31 06:30:08,flb6941,Frauenbad Stadthausquai,24,geschlossen
2026-08-31 06:30:08,fb006,Freibad Allenmoos,24,geschlossen
2026-08-31 06:30:08,fb008,Freibad Auhof,25,geschlossen
2026-08-31 06:30:08,fb016,Freibad Dolder,22,offen
2026-08-31 06:30:08,fb012,Freibad Heuried,26,geschlossen
2026-08-31 06:30:08,fb002,Freibad Letzigraben,26,geschlossen
2026-08-31 06:30:08,fb013,Freibad Seebach,24,geschlossen
2026-08-31 06:30:08,fb018,Freibad Zwischen den Hölzern,23,geschlossen
2026-08-31 06:30:08,flb6942,Männerbad Schanzengraben,23,offen
2026-08-31 06:30:08,seb6943,Seebad Enge,24,offen
2026-08-31 06:30:08,seb6945,Seebad Utoquai,23,geschlossen
2026-08-31 06:30:08,seb6946,Strandbad Mythenquai,25,geschlossen
2026-08-31 06:30:08,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-08-31 06:30:08,seb6948,Strandbad Wollishofen,25,geschlossen
2026-08-31 06:44:25,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-08-31 06:44:25,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-08-31 06:44:25,flb6940,Flussbad Unterer Letten,23,geschlossen
2026-08-31 06:44:25,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-08-31 06:44:25,flb6941,Frauenbad Stadthausquai,24,geschlossen
2026-08-31 06:44:25,fb006,Freibad Allenmoos,24,geschlossen
2026-08-31 06:44:25,fb008,Freibad Auhof,25,geschlossen
2026-08-31 06:44:25,fb016,Freibad Dolder,22,offen
2026-08-31 06:44:25,fb012,Freibad Heuried,26,geschlossen
2026-08-31 06:44:25,fb002,Freibad Letzigraben,26,geschlossen
2026-08-31 06:44:25,fb013,Freibad Seebach,24,geschlossen
2026-08-31 06:44:25,fb018,Freibad Zwischen den Hölzern,23,geschlossen
2026-08-31 06:44:25,flb6942,Männerbad Schanzengraben,23,offen
2026-08-31 06:44:25,seb6943,Seebad Enge,24,offen
2026-08-31 06:44:25,seb6945,Seebad Utoquai,23,geschlossen
2026-08-31 06:44:25,seb6946,Strandbad Mythenquai,25,geschlossen
2026-08-31 06:44:25,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-08-31 06:44:25,seb6948,Strandbad Wollishofen,25,geschlossen
2026-08-31 06:45:04,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-08-31 06:45:04,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-08-31 06:45:04,flb6940,Flussbad Unterer Letten,23,geschlossen
2026-08-31 06:45:04,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-08-31 06:45:04,flb6941,Frauenbad Stadthausquai,24,geschlossen
2026-08-31 06:45:04,fb006,Freibad Allenmoos,24,geschlossen
2026-08-31 06:45:04,fb008,Freibad Auhof,25,geschlossen
2026-08-31 06:45:04,fb016,Freibad Dolder,22,offen
2026-08-31 06:45:04,fb012,Freibad Heuried,26,geschlossen
2026-08-31 06:45:04,fb002,Freibad Letzigraben,26,geschlossen
2026-08-31 06:45:04,fb013,Freibad Seebach,24,geschlossen
2026-08-31 06:45:04,fb018,Freibad Zwischen den Hölzern,23,geschlossen
2026-08-31 06:45:04,flb6942,Männerbad Schanzengraben,23,offen
2026-08-31 06:45:04,seb6943,Seebad Enge,24,offen
2026-08-31 06:45:04,seb6945,Seebad Utoquai,23,geschlossen
2026-08-31 06:45:04,seb6946,Strandbad Mythenquai,25,geschlossen
2026-08-31 06:45:04,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-08-31 06:45:04,seb6948,Strandbad Wollishofen,25,geschlossen
2026-08-31 06:59:25,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-08-31 06:59:25,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-08-31 06:59:25,flb6940,Flussbad Unterer Letten,23,geschlossen
2026-08-31 06:59:25,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-08-31 06:59:25,flb6941,Frauenbad Stadthausquai,23,offen
2026-08-31 06:59:25,fb006,Freibad Allenmoos,24,geschlossen
2026-08-31 06:59:25,fb008,Freibad Auhof,25,geschlossen
2026-08-31 06:59:25,fb016,Freibad Dolder,22,offen
2026-08-31 06:59:25,fb012,Freibad Heuried,26,geschlossen
2026-08-31 06:59:25,fb002,Freibad Letzigraben,25,offen
2026-08-31 06:59:25,fb013,Freibad Seebach,24,geschlossen
2026-08-31 06:59:25,fb018,Freibad Zwischen den Hölzern,23,geschlossen
2026-08-31 06:59:25,flb6942,Männerbad Schanzengraben,23,offen
2026-08-31 06:59:25,seb6943,Seebad Enge,24,offen
2026-08-31 06:59:25,seb6945,Seebad Utoquai,23,geschlossen
